(18�20% fat),,"1 cup evaporated milk, undiluted"
"Green onions, fresh",1/2 cup chopped,1/2 cup chopped onion
Hazelnuts,1 cup whole,1 cup macadamia nuts�OR�1 cup almonds
Herbs (fresh),1 tablespoon chopped fresh,1 teaspoon (chopped or whole leaf) dried herbs
"Herbs, dried",1/2 to 1 teaspoon,"1 tablespoon fresh herbs, minced and packed"
"Herbs, fresh",1 tablespoon finely cut,1 teaspoon dried ground herbs
"Herbs, fresh","1 tbsp, chopped",1/2 tsp. dried crushed herbs
"Herbs, fresh and finely cut",1 Tbsp,1 tsp dried herbs
Herring,8 ounces,8 ounces of sardines
Herring,8 ounces,8 ounces sardines
Honey,1 cup,1 1/4 cup granulated sugar and 1/4 cup liquid (use liquid called for in recipe)
Honey,1 cup,1 1/4 cup sugar and 1/4 cup water
Honey,1 cup,1 1/4 cup white sugar plus 1/3 cup water�OR�1 cup corn syrup�OR�1 cup light treacle syrup
Honey,1 cup,1 1?4 cups sugar and 1?4 cup liquid (use liquid called for in recipe)
Honey,1 cup,1�1/4 cups sugar plus 1/2 cup liquid called for in recipe (such as water or oil); or 1 cup pure maple syrup
Horseradish,1 tablespoon fresh,2 tablespoons bottled
Horseradish,"1 Tbsp, fresh",2 Tbsp bottled
Horseradish,1 tbsp.,2 tbsp. bottled fresh
Hot pepper sauce,1 teaspoon,3/4 teaspoon cayenne pepper plus 1 teaspoon vinegar
Hot pepper sauce,1 teaspoon,3/4 teaspoon cayenne pepper plus 1 teaspoon vinegar
Ingredient,Amount,Substitute
Ingredient,Amount,Substitutes
Ingredient,Amount,Substitutes
Ingredient,Amount,Substitutes
Ingredient,Amount,
Italian Seasoning,,"Combine 1 teaspoon basil, 1 tablespoon fresh or dried parsley, and 1/2 teaspoon oregano"
Ketchup,1 cup,1 cup tomato sauce plus 1/4 cup sugar plus 3 tablespoons apple cider vinegar plus 1/2 teaspoon salt plus inch of ground cloves combined; or 1 cup chili sauce
Ketchup,1 cup,"1 cup tomato sauce, 1/4 cup brown sugar, and 2 tbsp. vinegar (for use in cooking)"
Lard,1 cup,1 cup shortening�OR�7/8 cup vegetable oil�OR�1 cup butter
Lemon,1 tsp juice,1?2 tsp vinegar
Lemon,1 medium,2�3 Tbsp juice and 1�2 tsp rind
Lemon grass,2 fresh stalks,1 tablespoon lemon zest
Lemon grass,,Equal amount of grated lemon zest moistened with a bit of fresh lemon juice
Lemon juice,1 teaspoon,1/2 teaspoon vinegar
Lemon juice,1 teaspoon,1/2 teaspoon vinegar�OR�1 teaspoon white wine�OR�1 teaspoon lime juice
Lemon juice,1 tsp. juice,1/2 tsp. vinegar
"Lemon juice, freshly squeezed",1 tablespoon juice,1 tablespoon bottled lemon juice
"Lemon peel, dried",1 teaspoon,1 to 2 teaspoons grated fresh lemon peel (zest)
"Lemon peel, dried",1 tsp.,1 to 2 tsp. grated fresh lemon peel
"Lemon peel, dried",1 tsp.,1/2 tsp. lemon extract
"Lemon peel, dried",1 tsp,1�2 tsp grated fresh lemon peel
"Lemon peel, dried",1 tsp.,grated peel of 1 medium lemon
"Lemon rind, grated",1 teaspoon,1/2 teaspoon lemon extract
Lemon zest,1 teaspoon,1/2 teaspoon lemon extract�OR�2 tablespoons lemon juice
Lemon zest (peel),1 teaspoon,1/2 teaspoon lemon extract
"Lemon, juice and rind",1 lemon,3 tablespoons bottled lemon juice and 1 teaspoon dried grated rind
"Lemon, whole",1 medium,2 tablespoons lemon juice and 2 to 3 teaspoons lemon rind (zest)
Lime,1 medium,1 1/2 to 2 tbsp. juice
Lime juice,1 teaspoon,1 teaspoon vinegar�OR�1 teaspoon white wine�OR�1 teaspoon lemon juice
"Lime juice, freshly squeezed",1 tablespoon juice,1 tablespoon bottled lime juice
Lime zest,1 teaspoon,1 teaspoon lemon zest
Lime zest (peel),,
Macadamia nuts,1 cup,1 cup almonds�OR�1 cup hazelnuts
Macaroni (4 cups cooked),"2 cups, uncooked","� 2 cups spaghetti, uncooked"
"Macaroni, (4 cups cooked)",2 cups uncooked,"2 cups spaghetti, uncooked"
Mace,1 teaspoon,1 teaspoon nutmeg
Maple sugar,1?2 cup,� 1 cup maple syrup
Maple sugar,1 Tbsp,"� 1 Tbsp white, granulated sugar"
Maple sugar,1/2 cup,1 cup maple syrup (reduce liquid in recipe by 1/4 cup)
Maple sugar (grated and packed),1/2 cup,1 cup maple syrup
Maple sugar (grated and packed),1 tbsp.,"1 tbsp. white, granulated sugar"
Maple Syrup,about 2 cups,"Combine 2 cups sugar and 1 cup water, bring to clear boil; take off heat; add 1/2 teaspoon maple flavoring"
Margarine,1 cup,1 cup shortening plus 1/2 teaspoon salt�OR�1 cup butter�OR�7/8 cup vegetable oil plus 1/2 teaspoon salt�OR�7/8 cup lard plus 1/2 teaspoon salt
Marshmallow creme,1 jar,melt 16 ounces of marshmallows and 3 1/2 tablespoons corn syrup in a double broiler
"Marshmallows, miniature",1 cup,� 10 large marshmallows
"Marshmallows, miniature",1 cup,8 to 10 large marshmallows
"Marshmallows, miniature",1 cup,8-10 regular
Mascarpone cheese,1 cup,1 cup creme fraiche
Mayonnaise,1 cup,1 cup sour cream or plain yogurt; or 1 cup cottage cheese (pureed)
Mayonnaise,1 cup,1 cup sour cream�OR�1 cup plain yogurt
Mayonnaise (for salad dressings),1 cup,1 cup cottage cheese pureed in a blender
Mayonnaise (for salad dressings),1 cup,1 cup sour cream
Mayonnaise (for salad dressings),1 cup,1/2 cup yogurt and 1/2 cup mayonnaise
Mayonnaise (for use in salads and salad dressings,1 cup,1/2 cup yogurt and 1/2 cup mayonnaise
Mayonnaise (for use in salads and salad dressings),1 cup,1?2 cup yogurt and 1?2 mayonnaise
Me Yen seasoning,1 teaspoon,1 teaspoon Beau Monde seasoning
Mei Yen seasoning,1 tsp,1 tsp Beau Monde seasoning
Mei Yen seasoning,1 tsp.,1 tsp. Beau Monde seasoning
Mei Yen seasoning,1 tsp.,1/2 tsp. salt
Milk (whole),1 cup,1 cup soy milk�OR�1 cup rice milk�OR�1 cup water or juice�OR�1/4 cup dry milk powder plus 1 cup water�OR�2/3 cup evaporated milk plus 1/3 cup water
"Milk, buttermilk",1 cup,1 cup plain yogurt
"Milk, buttermilk (or sour)",1 cup,1 cup minus 1 tbsp. sweet milk and 1 tbsp. lemon juice or vinegar (Allow to stand 10 minutes at room temperature.)
"Milk, buttermilk (or sour)",1 cup,1 cup plain yogurt
"Milk, buttermilk (or sour)",1 cup,1 cup sweet milk and 1 3/4 tsp. cream of tartar
"Milk, evaporated (whole or skim)",1 cup plus,1 cup liquid whole milk
"Milk, evaporated (whole or skim)","1?2 cup, plus 1?2 cup water",1 cup liquid whole milk
"Milk, skim",1 cup,1/2 cup evaporated milk and 1/2 cup water
"Milk, skim",1 cup,1/3 cup instant nonfat dry milk plus 3/4 cup water
"Milk, skim",1/4 cup,"4 teaspoons non-fat dry milk powder and enough water to make 1/4 cup, or follow manufacturer's directions"
"Milk, skim",1 cup,"4 to 5 tablespoons non-fat dry milk powder and enough water to make one cup, or follow manufacturer's directions"
"Milk, skim",1 cup,4 to 5 tbsp. non-fat dry milk powder and enough water to make 1 cup or follow manufacturer's directions
"Milk, skim",1/4 cup,"4 tsp non-fat dry milk powder plus enough water to make 1?4 cup, or follow manufacturer�s directions"
"Milk, skim",1 cup,"4�5 Tbsp non-fat dry milk powder and enough water to make one cup, or follow manufacturer�s directions"
"Milk, sweetened",1 can (about,"Heat the following ingredients until sugar and butter are dissolved: 1?3 cup plus 2 Tbsp evaporated milk, 1 cup sugar, 3 Tbsp butter or margarine"
"Milk, sweetened condensed",1 can (about 1 1/3 cup),Add 1 cup plus 2 tbsp. dry milk to 1/2 cup warm water. Mix well. Add 3/4 cup sugar and 3 tbsp. melted butter or margarine. Stir until smooth.
"Milk, sweetened condensed",1 can (about 1 1/3 cups),"Heat the following ingredients until sugar and butter are dissolved: 1/3 cup and 2 tablespoons evaporated milk, 1 cup sugar, 3 tablespoons butter or margarine"
"Milk, sweetened condensed",1 can (about 1 1/3 cup),"Heat the following ingredients until sugar and butter are dissolved: 1/3 cup plus 2 tbsp. evaporated milk, 1 cup sugar, and 3 tbsp. butter or margarine."
"Milk, to sour",1 cup,1 tablespoon vinegar or lemon juice plus milk to equal 1 cup. Stir and let stand 5 minutes.
"Milk, whole",1 cup,1 cup fruit juice or 1 cup potato water (for use in baking)
"Milk, whole",1 cup,"1 cup reconstituted non-fat dry milk (Add 2 tbsp. butter or margarine, if desired.)"
"Milk, whole",1 cup,1 cup reconstituted non-fat dry milk and 2 tsp butter or margarine
"Milk, whole",1 cup,1 cup reconstituted non-fat dry milk and 2 tsp butter or margarine
"Milk, whole",1 cup,1/2 cup evaporated milk and 1/2 cup water
"Milk, whole",1 cup,1/2 cup evaporated milk plus 1/2 cup water; or 3/4 cup 2 percent milk plus 1/4 cup half and half
"Milk, whole",1 cup,4 tbsp whole dry milk and 1 cup water (or follow manufacturer's directions)
Mint (fresh),1/4 cup chopped,1 tablespoon dried mint leaves
"Mint leaves, fresh chopped",1/4 cup,1 tablespoon dried mint leaves
Molasses,1 cup,1 cup honey or dark corn syrup
Molasses,1 cup,"1 cup honey, dark corn syrup, maple syrup, brown rice syrup, or barley malt syrup"
Molasses,1 cup,Mix 3/4 cup brown sugar and 1 teaspoon cream of tartar
Mushrooms,"1 pound, fresh",3 oz dried mushrooms
"Mushrooms, canned",4 oz.,2 cups sliced fresh
"Mushrooms, canned",4 oz.,"6 tbsp whole, dried mushrooms"
"Mushrooms, fresh",1 lb.,"1 10 oz. can (8 oz., drained weight)"
"Mushrooms, fresh",1 lb.,2 to 3 cup whole
"Mushrooms, fresh",1 pound,3 ounces dried mushrooms plus 1 1/2 cups water
"Mushrooms, fresh",1 lb.,3 oz dried
"Mushrooms, fresh",1 lb.,5 cup sliced
"Mushrooms, powdered",1 Tbsp,"3 Tbsp whole, dried mushrooms"
"Mustard, Dijon",1 tablespoon,"1 tablespoon dry mustard mixed with 1 teaspoon water, 1 teaspoon white wine vinegar, 1 tablespoon mayonnaise, and a pinch of sugar"
"Mustard, dry",1 teaspoon,1 tablespoon prepared mustard
"Mustard, dry",1 teaspoon,1 tablespoon prepared mustard less 1 teaspoon liquid from recipe
"Mustard, dry",1 tsp,1 Tbsp prepared mustard
"Mustard, dry",1 tsp.,1 tbsp. prepared mustard
Mustard: prepared,1 tablespoon,"Mix together 1 tablespoon dried mustard, 1 teaspoon water, 1 teaspoon vinegar and 1 teaspoon sugar"
Note: Specialty flours added to yeast bread recipes will result in a reduced volume and heavier product.,,1 cup minus 2 tablespoons unsifted all-purpose flour
Note:�Specialty flours added to yeast bread recipes will result in a reduced volume and a heavier product.,,1 cup minus 2 Tbsp unsifted all-purpose flour
Oat bran,1 cup,1 cup wheat bran or rice bran or wheat germ
"Oats, old-fashioned",1 cup,1 cup steel-cut Irish or Scotch oats
Oil (for sauteing),1/4 cup,"1/4 cup melted margarine, butter, bacon drippings, shortening, or lard"
"Oil, for baking",1/2 cup,"� cup of applesauce (keeps baked goods moist, but with less fat)"
Old Bay Seasoning,,see�Old Bay Seasoning Recipe
Onion,"1 cup, chopped",1 cup chopped green onions�OR�1 cup chopped shallots�OR�1 cup chopped leeks�OR�1/4 cup dried minced onion�OR�1/4 cup onion powder
Onion,1 small,"1/4 cup chopped, fresh green onions"
Onion powder,1 tbsp.,"1 medium onion, chopped"
Onion powder,1 Tbsp,"1 medium onion, chopped"
Onion powder,1 tbsp.,4 tbsp. fresh chopped onion
"Onion, chopped",1 small,1 tablespoon instant minced onion; or 1 teaspoon onion powder; or 1/4 cup frozen chopped onion
"Onion, fresh",1 small,rehydrate 1 tbsp instant minced onion
"Onion, fresh",1 small,Rehydrate 1 Tbsp instant minced onion
"Onion, fresh",1 small,rehydrate 1 tbsp. instant minced onion
"Onion, instant minced",1 Tbsp,"2 Tbsp fresh onion, chopped"
Onions,1 lb.,2 to 2 1/2 cup chopped
Onions,1 lb.,3 large onions
Orange,1 medium,6�8 Tbsp juice
Orange juice,1 tablespoon,1 tablespoon other citrus juice
"Orange juice, freshly squeezed",1 cup,1 cup reconstituted frozen orange concentrate
"Orange peel (zest), fresh",1 medium,2 to 3 tablespoons grated fresh orange peel (zest)
"Orange peel, dried",2 tsp,1 tsp orange extract
"Orange peel, dried",2 tsp.,1 tsp. orange extract
"Orange peel, dried",1 tbsp.,2 to 3 tbsp. grated orange peel
"Orange peel, dried",1 Tbsp,2�3 Tbsp grated fresh orange peel
"Orange peel, dried",1 tbsp.,grated peel of 1 medium orange
Orange zest,1 tablespoon,1/2 teaspoon orange extract�OR�1 teaspoon lemon juice
"Orange, whole",1 medium,6 to 8 tablespoons juice and 2 to 3 tablespoon grated rind (zest)
Parmesan cheese,"1/2 cup, grated",1/2 cup grated Asiago cheese�OR�1/2 cup grated Romano cheese
"Parmesan cheese, grated",1/2 cup,1/2 cup grated Asiago cheese or grated Romano cheese
Parsley,1 tablespoon chopped fresh,1 tablespoon chopped fresh chervil�OR�1 teaspoon dried parsley
"Parsley, dried",1 tsp,"3 tsp fresh parsley, chopped"
"Parsley, dried",1 tsp.,"3 tsp. fresh parsley, chopped"
"Parsley, fresh",1 teaspoon chopped,1 teaspoon dried parsley
Peanut Butter,1 cup,1 cup of another nut butter (such as almond or hazelnut butter)
"Pepper, white",1 teaspoon,1 teaspoon black pepper
"Peppermint, dried",1 tbsp.,1/4 cup chopped fresh mint
"Peppermint, dried",1 tablespoon,1/4 cup chopped fresh mint
"Peppermint, dried",1 Tbsp,"1?4 cup fresh mint, chopped"
Pepperoni,1 ounce,1 ounce salami
"Peppers, green bell",1 tablespoon dried,"3 tablespoons fresh green pepper, chopped"
"Peppers, green bell",1 tbsp. dried,"3 tbsp .fresh green pepper, chopped"
"Peppers, green bell","1 Tbsp, dried","3 Tbsp fresh green pepper, chopped"
"Peppers, red bell",1 tbsp. dried,2 tbsp chopped pimiento
"Peppers, red bell",1 tablespoon dried,"3 tablespoons fresh red bell pepper, chopped"
"Peppers, red bell",1 tbsp. dried,"3 tbsp fresh red pepper, chopped"
"Peppers, red bell","1 Tbsp, dried","3 Tbsp fresh red pepper, chopped"
Pimento,"2 tablespoons, chopped",rehydrate 1 tablespoon dried red bell peppers
Pimento,2 Tbsp,Rehydrate 1 Tbsp dried red bell peppers
Pimiento,2 tbsp.,"1 tbsp. dried red bell peppers, rehydrated"
Pimiento,2 tbsp.,"3 tbsp. fresh red bell pepper, chopped"
"Polenta, dry",1 cup,1 cup cornmeal
Poultry seasoning,1 teaspoon,"1/2 teaspoon ground sage, 1/2 teaspoon dried thyme, and 1/2 teaspoon dried rosemary"
Pumpkin pie spice,1 teaspoon,"1/2 teaspoon cinnamon, 1/4 teaspoon ginger, 1/8 teaspoon allspice, and 1/8 teaspoon nutmeg"
Pumpkin pie spice,1 tsp.,"1/2 tsp. cinnamon, 1/4 tsp. ginger, 1/8 tsp. allspice, and 1/8 tsp. nutmeg"
Pumpkin pie spice,1 tsp,"1?2 tsp cinnamon, 1?4 tsp ginger, 1?8 tsp allspice, and 1?8 tsp nutmeg"
Quinoa,1 cup,1 cup millet or couscous (whole wheat cooks faster) or bulgur
Raisin,1 cup,1 cup dried currants�OR�1 cup dried cranberries�OR�1 cup chopped pitted prunes
Rennet,1 tablet,1 Tbsp liquid rennet
Rennet,1 tablet,1 tbsp. liquid rennet
Rice (3 cups cooked),"1 cup regular, uncooked",1 cup uncooked converted rice
Rice: white,"1 cup, cooked",1 cup cooked barley�OR�1 cup cooked bulgur�OR�1 cup cooked brown or wild rice
Ricotta,1 cup,1 cup dry cottage cheese�OR�1 cup silken tofu
Rule: 1 teaspoon for every 1 cup flour,,1/3 teaspoon baking soda and 1/2 teaspoon cream of tarter
Rum,1 tablespoon,"1/2 teaspoon rum extract, plus enough water to make 1 tablespoon"
Saffron,1/4 teaspoon,1/4 teaspoon turmeric
Saffron,,equal amount of Turmeric
Salami,1 ounce,1 ounce pepperoni
Semisweet chocolate chips,1 cup,1 cup chocolate candies�OR�1 cup peanut butter or other flavored chips�OR�1 cup chopped nuts�OR�1 cup chopped dried fruit
"Shallots, chopped",1/2 cup,1/2 cup chopped onion�OR�1/2 cup chopped leek�OR�1/2 cup chopped green onion
Shortening,1 cup,1 cup butter�OR�1 cup margarine minus 1/2 teaspoon salt from recipe
"Shortening, melted",1 cup,1 cup cooking oil (cooking oil should not be substituted if recipe does not call for melted shortening)
"Shortening, melted",1 cup,1 cup cooking oil (cooking oil should not be substituted if recipe does not call for�melted�shortening)
"Shortening, melted",1 cup,1 cup cooking oil (Substitute only if a recipe calls for melted shortening.)
"Shortening, solid (used in baking)",1 cup,1 1/8 cups butter (Decrease salt called for in the recipe by 1/2 tsp.)
"Shortening, solid (used in baking)",1 cup,1 cup minus 2 tablespoons lard
"Shortening, solid (used in baking)",1 cup,1 cup minus 2 tbsp. lard (7/8 cup)
"Shortening, solid�(used in baking)",1 cup,1 cup minus 2 Tbsp lard
Sour cream,1 cup,1 cup plain yogurt�OR�1 tablespoon lemon juice or vinegar plus enough cream to make 1 cup�OR�3/4 cup buttermilk mixed with 1/3 cup butter
Sour cream,1 cup,3?4 cup sour milk and 1?3 cup butter or margarine
"Sour cream, cultured",1 cup,1 cup plain yogurt
"Sour cream, cultured",1 cup,"3/4 cup milk, 3/4 tsp. lemon juice, and 1/3 cup butter or margarine"
"Sour cream, cultured",1 cup,3/4 cup sour milk and 1/3 cup butter or margarine
"Sour cream, cultured",1 cup,3/4 cup sour milk or buttermilk and 1/3 cup butter or margarine
"Sour cream, cultured",1 cup,"Blend until smooth: 1/3 cup buttermilk, 1 tbsp. lemon juice, and 1 cup cottage cheese"
Sour milk,1 cup,1 tablespoon vinegar or lemon juice mixed with enough milk to make 1 cup: Let stand 5 minutes to thicken
Soy sauce,1/2 cup,1/4 cup�Worcestershire sauce mixed with 1 tablespoon water
"Spearmint, dried",1 tbsp.,1/4 cup chopped fresh mint
"Spearmint, dried",1 tablespoon,1/4 cup chopped fresh mint
"Spearmint, dried",1 Tbsp,"1?4 cup fresh mint, chopped"
"Star Anise, ground",1 teaspoon,1 teaspoon ground anise seed
Stock: beef or chicken,1 cup,1 cube beef or chicken bouillon dissolved in 1 cup water
"Sugar, brown",1 cup firmly packed,1 cup granulated sugar
"Sugar, brown",1 cup firmly packed,1 cup granulated sugar
"Sugar, brown",1 lb.,2 1/4 cups firmly packed
"Sugar, brown (light or dark)",1 cup firmly packed,1 cup granulated sugar
"Sugar, dark brown",1 cup,"1 cup light-brown sugar, packed; or 1 cup granulated sugar plus 2 to 3 tablespoons molasses"
"Sugar, granulated",1 cup,1 1/2 cups corn syrup (Decrease liquid called for in the recipe by 1/4 cup.)
"Sugar, granulated",1 cup,1 1/3 cups molasses (Decrease liquid called for in the recipe by 1/3 cup.)
"Sugar, granulated",1 cup,"1 cup brown sugar, firmly packed"
"Sugar, granulated",1 cup,1 cup firmly packed brown sugar; or 1�3/4 cups confectioners� sugar (but makes baked goods less crisp); or 1 cup superfine sugar
"Sugar, granulated",1 cup,1 cup powdered sugar
"Sugar, granulated",1 tsp.,1/8 tsp. noncaloric sweetener solution or follow manufacturer's directions
"Sugar, granulated",1 lb.,2 1/4 cups
"Sugar, granulated",1 cup,"3/4 cup honey (Decrease liquid called for in the recipe by 1/4 cup; for each cup of honey in baked goods, add 1/2 tsp. soda.)"
"Sugar, light-brown",1 cup,1 cup granulated sugar plus 1 to 2 tablespoons molasses; or 1/2 cup dark-brown sugar plus 1/2 cup granulated sugar
"Sugar, powdered",1 lb.,2 3/4 cups
"Sugar, superfine",1 cup,1 cup granulated white sugar processed in a food processor or grinder
"Sugar, white",1 cup,1 cup corn syrup (decrease liquid called for in recipe by 1?4 cup)
"Sugar, white",1 cup,"1 cup corn syrup, decrease liquid called for in recipe by 1/4 cup (never replace more than 1/2 cup sugar called for in recipe with corn syrup)"
"Sugar, white",1 tsp,"1?8 tsp noncaloric sweetener solution, or follow manufacturer�s directions"
Sweetened condensed milk,1 can (14 oz.),1 cup evaporated milk plus 1-1/4 cup granulated sugar. Combine and heat until sugar dissolves.
Sweetened condensed milk,1 (14-ounce) can,"3/4 cup white sugar mixed with 1/2 cup water and 1 1/8 cups dry powdered milk: Bring to a boil and cook, stirring frequently, until thickened, about 20 minutes"
T,,
Tahini,1 tablespoon,1 tablespoon peanut butter
"Tapioca, granular",1 Tbsp,2 Tbsp pearl tapioca
"Tapioca, granular",1 tbsp.,2 tbsp. pearl tapioca
"Tapioca, instant or quick-cooking",1 tablespoon,"2 tablespoons pear tapioca, soaked"
"Tapioca, quick-cooking for thickening",1 tablespoon,1 tablespoon of flour
Tomato juice,1 cup,1/2 cup tomato sauce and 1/2 cup water
Tomato Juice,1 cup,1/2 cup tomato sauce and 1/2 cup water
Tomato juice,1 cup,"1/2 cup tomato sauce plus 1/2 cup water plus dash each salt and sugar; or 1/4 cup tomato paste plus 3/4 cup water plus salt and sugar, to taste"
Tomato juice,1 cup,1?2 cup tomato sauce and 1?2 cup water
Tomato ketchup,1/2 cup,"1/2 cup tomato sauce plus 2 tablespoons sugar, 1 tablespoon vinegar, and 1/8 teaspoon ground cloves"
Tomato puree,1 cup,1/2 cup tomato paste plus 1/2 cup water
Tomato Sauce,2 cups,3/4 cup tomato paste plus 1 cup water
Tomato soup,1 can (10�3/4 oz.),1 cup tomato sauce plus 1/4 cup water
Tomato Soup,1 (10 3/4 ounce) can,1 cup tomato sauce plus 1/4 oz. can cup water
"Tomatoes, canned",1 cup,1 1/3 cups diced fresh tomatoes simmered 10 minutes
"Tomatoes, canned",1 cup,"1/2 cup tomato sauce plus 1/2 cup water; or 1�1/3 cups chopped fresh tomatoes, simmered"
"Tomatoes, fresh","2 cups, chopped",1 (16-ounce) can tomatoes
"Tomatoes, fresh",2 cups,1 16-oz can (may need to drain)
"Tomatoes, packed",1 cup,1/2 cup tomato sauce plus 1/2 cup water
Treacle,1 cup,1 cup light or dark brown sugar
Vanilla bean,1-inch bean,"1 teaspoon vanilla extract or substitute bourbon, rum, or whiskey, using two times the amount of vanilla called for in the recipe."
Vegetable oil (for baking),1 cup,1 cup applesauce�OR�1 cup fruit puree
Vegetable oil (for frying),1 cup,1 cup lard�OR�1 cup vegetable shortening
Vinegar,1 teaspoon,1 teaspoon lemon or lime juice�OR�2 teaspoons white wine
Vinegar,1 teaspoon,"1 teaspoon lemon or lime juice, or 2 teaspoons white wine"
"Vinegar, apple cider",�,"malt, white-wine, or rice vinegar"
"Vinegar, balsamic",1 tablespoon,1 tablespoon red- or white-wine vinegar plus 1/2 teaspoon sugar
"Vinegar, red-wine",�,"white-wine, sherry, champagne, or balsamic vinegar.�"
"Vinegar, rice",�,"apple-cider, champagne, or white-wine vinegar"
"Vinegar, white wine",�,"apple-cider, champagne, fruit (raspberry), rice, or red-wine vinegar"
White sugar,1 cup,1 cup brown sugar�OR�1 1/4 cups confectioners' sugar�OR�3/4 cup honey�OR�3/4 cup corn syrup
Wine,1 cup,1 cup chicken or beef broth�OR�1 cup fruit juice mixed with 2 teaspoons vinegar�OR�1 cup water
Wine,1 cup,1 cup chicken or beef broth; or 1 cup fruit juice mixed with 2 teaspoons vinegar; or 1 cup water
Worcestershire,1 tsp,1 tsp bottled steak sauce
Worcestershire sauce,1 tsp.,1 tsp. bottled steak sauce
Yeast,1 cake (3/5 oz.),1 package (1/4 ounce) or 1 scant tablespoon active dried yeast
"Yeast, active dry",1 Tbsp,"1 cake yeast, compressed"
Yeast: active dry,1 (.25-ounce) package,1 cake compressed yeast�OR�2 1/2 teaspoons active dry yeast�OR�2 1/2 teaspoons rapid rise yeast
Yogurt,1 cup,1 cup sour cream�OR�1 cup buttermilk�OR�1 cup sour milk
"Yogurt, plain",1 cup,1 cup buttermilk
"Yogurt, plain",1 cup,1 cup buttermilk
"Yogurt, plain",1 cup,1 cup cottage cheese blended until smooth
"Yogurt, plain",1 cup,1 cup sour cream
"Yogurt, plain",1 cup,"1 cup sour cream (thicker; less tart) or buttermilk (thinner; use in baking, dressings, sauces)"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
